claim_id,claim_date,claim_amount,claim_age_days,days_since_policy_start,amount_to_premium_ratio,invoice_to_claim_ratio,claimant_claim_frequency,provider_claim_volume,vehicle_age,claimant_age,provider_rating,duplicate_similarity_score,duplicate_flag,claim_type,policy_type,vehicle_type,vehicle_make,provider_type,claimant_city,fraud_label,dup_similarity_score,dup_type,dup_flag,anomaly_score,anomaly_flag,isolation_forest_score,lof_score,ocsvm_score,claim_degree,claimant_degree,policy_degree,vehicle_degree,provider_degree,invoice_degree,location_degree,claim_pagerank,claimant_pagerank,provider_pagerank,claim_betweenness,claimant_betweenness,provider_betweenness,claim_clustering,claimant_clustering,common_neighbors,provider_claim_count,claimant_claim_count,repeated_claimant_provider,fraud_neighbor_count,fraud_neighbor_ratio,suspicious_neighbor_count
CLM00268,2026-06-06,77236,93,281,1.3008,2.207,4,7,1.0,48.0,3.2,0.4066,0,Natural Disaster,Third Party,Sedan,Hyundai,Hospital,Pune,0,0.4066,NO_MATCH,0,0.1729,0,0.1729,0.0474,0.5221,6,8,7,4,26,3,111,0.00110877,0.00154305,0.00490412,0.00305045,0.00387549,0.01762278,0.06666667,0.14285714,1,9,4,0,0,0.0,3
CLM00269,2026-05-23,131814,107,201,4.0075,1.0459,2,6,2.0,27.0,4.1,0.5082,1,Fire,Zero Dep,SUV,Mahindra,Hospital,Mumbai,0,0.5082,POSSIBLE_DUPLICATE,1,0.3969,0,0.3969,0.1103,0.6137,6,10,8,6,19,7,123,0.0010373,0.00172342,0.00339865,0.00094309,0.00136647,0.01025027,0.13333333,0.15555556,2,10,6,0,1,0.2,4
CLM00270,2026-07-11,65233,58,212,3.2177,2.4404,5,11,8.0,35.0,4.4,0.5054,1,Theft,Third Party,SUV,Hyundai,Dealer,Mumbai,0,0.5054,SIMILAR,1,0.462,0,0.462,0.18,0.628,6,10,8,6,27,3,123,0.0010685,0.0017409,0.00481519,0.00212554,0.00218976,0.03207056,0.06666667,0.13333333,1,16,6,0,0,0.0,2
CLM00271,2026-05-21,165963,109,309,8.0098,0.6397,3,7,3.0,29.0,3.7,0.5091,1,Accident,Third Party,Hatchback,Tata,Dealer,Delhi,0,0.5091,SIMILAR,1,0.1386,0,0.1386,0.0895,0.3042,6,7,7,3,21,4,110,0.00108258,0.00121731,0.00361305,0.00214923,0.00042981,0.02180532,0.06666667,0.19047619,1,13,4,0,0,0.0,3
CLM00272,2026-08-26,162350,12,149,4.0101,0.5137,4,13,1.0,53.0,4.0,0.6257,1,Accident,Zero Dep,SUV,Honda,Dealer,Pune,0,0.6257,SIMILAR,1,0.179,0,0.179,0.0744,0.5449,6,7,4,5,25,4,111,0.00107329,0.00124541,0.00441865,0.00346492,0.00085746,0.01796617,0.06666667,0.23809524,1,13,5,0,1,0.25,3
CLM00273,2026-07-05,105748,64,466,1.1801,1.668,3,8,2.0,69.0,3.3,0.4356,0,Natural Disaster,Third Party,Sedan,Maruti,Surveyor,Mumbai,0,0.4356,NO_MATCH,0,0.2504,0,0.2504,0.078,0.7909,6,8,4,5,22,2,123,0.00113212,0.00148982,0.00424323,0.00170434,0.00684966,0.03031276,0.13333333,0.14285714,2,11,4,0,0,0.0,3
CLM00274,2026-04-23,7807,137,338,0.091,21.698,1,3,3.0,23.0,4.6,0.4386,1,Glass Damage,Third Party,SUV,Hyundai,Garage,Ahmedabad,0,0.4386,POSSIBLE_DUPLICATE,1,0.7912,1,0.7912,0.761,0.8636,6,7,2,7,24,3,90,0.00113233,0.00126065,0.00463026,0.00297841,0.00188893,0.03104914,0.06666667,0.14285714,2,9,3,1,0,0.0,1
CLM00275,2026-06-22,14453,77,233,0.1781,7.7853,2,7,1.0,30.0,3.3,0.4327,1,Accident,Third Party,Sedan,Mahindra,Surveyor,Ahmedabad,0,0.4327,SIMILAR,1,0.5596,0,0.5596,0.3761,0.8395,6,4,5,4,22,4,90,0.00114011,0.00090384,0.00424323,0.00309581,0.00101172,0.03031276,0.06666667,0.33333333,1,11,2,0,0,0.0,1
CLM00276,2026-04-12,111286,148,165,2.1363,1.2556,2,3,3.0,67.0,4.1,0.5229,1,Glass Damage,Zero Dep,Hatchback,Tata,Hospital,Surat,0,0.5229,SIMILAR,1,0.2188,0,0.2188,0.0787,0.4403,6,9,6,3,19,3,91,0.0011318,0.00175484,0.00339865,0.0035179,0.00844017,0.01025027,0.06666667,0.13888889,2,10,4,1,0,0.0,2
CLM00277,2026-07-05,222517,64,342,2.9252,0.4354,2,11,1.0,32.0,4.4,0.4465,1,Glass Damage,Zero Dep,SUV,Honda,Dealer,Surat,0,0.4465,SIMILAR,1,0.2072,0,0.2072,0.104,0.6181,6,4,3,5,24,3,91,0.00111724,0.00077911,0.0042378,0.00255789,0.00014747,0.0263219,0.06666667,0.5,1,14,3,0,0,0.0,2
CLM00278,2026-04-27,248718,133,180,4.7745,0.437,1,4,6.0,63.0,3.3,0.3915,1,Accident,Zero Dep,SUV,Tata,Surveyor,Ahmedabad,0,0.3915,SIMILAR,1,0.3858,0,0.3858,0.1373,0.8396,6,3,6,3,22,2,90,0.00117219,0.00062785,0.00424323,0.0025021,0.00025998,0.03031276,0.06666667,0.33333333,1,11,1,0,0,0.0,0
CLM00279,2026-01-19,136902,231,160,5.0782,1.007,2,3,4.0,25.0,4.3,0.5266,1,Accident,Third Party,SUV,Maruti,Garage,Pune,0,0.5266,SIMILAR,1,0.066,0,0.066,0.0452,0.1448,6,4,3,5,21,7,111,0.00106504,0.00076497,0.00347891,0.00158355,3.095e-05,0.01346489,0.06666667,0.5,1,16,3,0,1,0.5,2
CLM00280,2026-09-05,103849,2,372,1.749,1.3114,3,13,8.0,47.0,4.8,0.4371,1,Theft,Third Party,MUV,Mahindra,Dealer,Surat,0,0.4371,SIMILAR,1,0.3004,0,0.3004,0.0983,0.609,6,6,7,6,22,3,91,0.00108023,0.00108941,0.00397522,0.00201136,0.00071532,0.02019259,0.06666667,0.2,1,13,3,0,1,0.5,2
CLM00281,2026-05-04,35479,126,206,0.5181,3.2507,3,4,3.0,35.0,3.2,0.446,1,Natural Disaster,Zero Dep,SUV,Honda,Hospital,Mumbai,0,0.446,SIMILAR,1,0.5171,0,0.5171,0.233,0.7918,6,10,2,5,26,2,123,0.00116175,0.0017409,0.00490412,0.00222477,0.00218976,0.01762278,0.06666667,0.13333333,2,9,6,1,0,0.0,3
CLM00282,2026-05-13,145417,117,47,2.8396,1.0978,1,12,7.0,61.0,3.1,0.4538,1,Theft,Zero Dep,Hatchback,Tata,Garage,Ahmedabad,1,0.4538,SIMILAR,1,0.5224,0,0.5224,0.1631,0.8297,6,5,4,3,22,2,90,0.00119921,0.00116811,0.00389565,0.00345619,0.00197593,0.02002791,0.06666667,0.1,1,14,1,0,0,0.0,0
CLM00283,2026-08-27,51788,11,216,0.6238,2.2698,4,13,3.0,67.0,3.5,0.4095,1,Fire,Third Party,SUV,Tata,Surveyor,Surat,0,0.4095,SIMILAR,1,0.239,0,0.239,0.1014,0.4454,6,9,3,4,20,4,91,0.00111802,0.00175484,0.00344607,0.00191462,0.00844017,0.01678725,0.06666667,0.13888889,1,14,4,0,0,0.0,1
CLM00284,2026-08-27,243532,11,542,6.202,0.4285,3,11,5.0,39.0,4.6,0.5178,1,Theft,Zero Dep,Sedan,Maruti,Hospital,Pune,0,0.5178,POSSIBLE_DUPLICATE,1,0.276,0,0.276,0.142,0.6628,6,6,6,6,21,3,111,0.00109293,0.00116126,0.00386897,0.00133258,0.00085877,0.01812876,0.13333333,0.2,2,11,3,0,1,0.5,2
CLM00285,2026-02-21,223874,198,293,2.822,0.449,1,5,2.0,32.0,3.1,0.5036,1,Glass Damage,Third Party,MUV,Honda,Surveyor,Surat,0,0.5036,POSSIBLE_DUPLICATE,1,0.1544,0,0.1544,0.102,0.6135,6,4,2,5,21,2,91,0.00118113,0.00077911,0.00368452,0.00204783,0.00014747,0.02344063,0.06666667,0.5,1,14,3,0,0,0.0,2
CLM00286,2026-09-02,178912,5,336,2.0108,0.9806,3,14,5.0,50.0,3.5,0.3855,0,Accident,Third Party,Sedan,Tata,Surveyor,Surat,0,0.3855,NO_MATCH,0,0.1961,0,0.1961,0.0668,0.2802,6,7,6,4,20,2,91,0.00111557,0.00135525,0.00344607,0.00264856,0.00154352,0.01678725,0.06666667,0.14285714,1,14,3,0,0,0.0,2
CLM00287,2026-05-07,240437,123,185,7.3099,0.3806,1,6,8.0,44.0,3.3,0.4389,1,Glass Damage,Zero Dep,Hatchback,Tata,Surveyor,Surat,0,0.4389,SIMILAR,1,0.4583,0,0.4583,0.2094,0.7497,6,7,8,3,22,5,91,0.0011068,0.0013006,0.00424323,0.00132951,0.00092681,0.03031276,0.13333333,0.14285714,2,11,3,1,0,0.0,1
CLM00288,2026-07-12,230933,57,338,9.607,0.481,2,16,3.0,24.0,4.3,0.4309,0,Natural Disaster,Third Party,Sedan,Tata,Dealer,Pune,1,0.4309,NO_MATCH,0,0.5137,0,0.5137,0.2869,0.8396,6,4,3,3,34,2,111,0.00114924,0.00076538,0.00593772,0.00389465,0.00073807,0.03362692,0.06666667,0.33333333,1,25,2,0,0,0.0,1
CLM00289,2026-02-14,124851,205,57,2.3479,0.1592,1,2,2.0,48.0,4.4,0.4722,1,Glass Damage,Third Party,MUV,Mahindra,Dealer,Delhi,0,0.4722,SIMILAR,1,0.2062,0,0.2062,0.0623,0.5006,6,6,3,4,27,5,110,0.00109723,0.00118804,0.00481519,0.00185224,0.00121921,0.03207056,0.06666667,0.13333333,1,16,2,0,0,0.0,1
CLM00290,2026-04-08,188078,152,106,2.7912,0.2646,2,7,3.0,25.0,4.4,0.5496,1,Theft,Third Party,Hatchback,Tata,Dealer,Delhi,1,0.5496,POSSIBLE_DUPLICATE,1,0.1829,0,0.1829,0.0765,0.3611,6,9,5,6,27,2,110,0.00109302,0.00155271,0.00481519,0.00158199,0.00174495,0.03207056,0.06666667,0.13888889,1,16,5,0,2,0.5,3
CLM00291,2026-04-04,53211,156,397,1.3551,3.026,2,3,6.0,45.0,3.3,0.4467,1,Theft,Zero Dep,MUV,Honda,Surveyor,Surat,0,0.4467,SIMILAR,1,0.6942,1,0.6942,0.3358,0.8395,6,10,6,6,22,6,91,0.00107615,0.0018902,0.00424323,0.00164585,0.00525279,0.03031276,0.06666667,0.04444444,1,11,2,0,0,0.0,1
CLM00292,2026-04-26,52156,134,333,0.6824,0.6393,4,7,3.0,58.0,4.3,0.4206,0,Glass Damage,Comprehensive,SUV,Tata,Dealer,Delhi,0,0.4206,NO_MATCH,0,0.4089,0,0.4089,0.2723,0.8086,6,8,4,3,34,6,110,0.00107016,0.00138458,0.00593772,0.00165463,0.00105367,0.03362692,0.06666667,0.17857143,1,25,5,0,0,0.0,4
CLM00293,2026-04-21,229476,139,276,3.3749,0.0764,3,3,2.0,59.0,4.6,0.5338,1,Theft,Zero Dep,MUV,Maruti,Hospital,Surat,0,0.5338,SIMILAR,1,0.5594,0,0.5594,0.1638,0.8395,6,9,4,4,17,5,91,0.00107916,0.00157895,0.00308179,0.00251267,0.00170683,0.01695548,0.06666667,0.11111111,1,7,4,0,0,0.0,2
CLM00294,2026-02-04,239165,215,43,3.5493,0.2957,1,4,2.0,69.0,3.1,0.4087,1,Glass Damage,Third Party,SUV,Mahindra,Garage,Pune,0,0.4087,SIMILAR,1,0.2594,0,0.2594,0.1202,0.7706,6,7,5,6,22,3,111,0.00107154,0.00124141,0.00389565,0.00078521,0.0006108,0.02002791,0.13333333,0.23809524,2,14,4,0,0,0.0,3
CLM00295,2026-08-08,162819,30,549,2.7342,0.8467,1,10,6.0,42.0,3.8,0.4768,1,Accident,Third Party,SUV,Hyundai,Dealer,Ahmedabad,1,0.4768,POSSIBLE_DUPLICATE,1,0.2712,0,0.2712,0.1169,0.7232,6,3,5,8,15,7,90,0.00106167,0.00061196,0.00258951,0.00137264,0.00081733,0.01284642,0.13333333,0.33333333,2,11,1,0,0,0.0,0
CLM00296,2026-04-26,200190,134,304,2.2973,0.8793,4,4,8.0,59.0,4.6,0.5338,1,Fire,Zero Dep,Hatchback,Honda,Garage,Surat,0,0.5338,SIMILAR,1,0.5025,0,0.5025,0.1093,0.8176,6,9,5,2,24,3,91,0.00115453,0.00157895,0.00463026,0.00679104,0.00170683,0.03104914,0.13333333,0.11111111,2,9,4,0,0,0.0,2
CLM00297,2026-02-01,97036,218,220,1.1136,0.5503,1,1,7.0,60.0,3.3,0.4551,1,Glass Damage,Zero Dep,Hatchback,Mahindra,Surveyor,Mumbai,0,0.4551,SIMILAR,1,0.2166,0,0.2166,0.0463,0.6426,6,6,5,3,16,4,123,0.0011329,0.00120838,0.00294923,0.00217994,0.00131441,0.01383975,0.06666667,0.2,1,9,3,0,0,0.0,1
CLM00298,2026-04-01,90220,159,215,1.5195,1.0739,2,6,3.0,37.0,3.2,0.4761,1,Natural Disaster,Third Party,SUV,Hyundai,Hospital,Surat,0,0.4761,SIMILAR,1,0.2551,0,0.2551,0.1334,0.5679,6,10,7,7,20,3,91,0.00107706,0.00178976,0.00353992,0.0016046,0.00280799,0.01600983,0.06666667,0.13333333,2,12,6,1,0,0.0,4
CLM00299,2026-04-29,170599,131,33,2.6304,0.2686,2,5,8.0,46.0,3.3,0.4784,1,Theft,Zero Dep,Sedan,Hyundai,Surveyor,Delhi,0,0.4784,SIMILAR,1,0.1499,0,0.1499,0.0326,0.5433,6,5,2,6,22,2,110,0.00116776,0.00092127,0.00424323,0.00523759,0.00025782,0.03031276,0.06666667,0.3,1,11,3,0,1,0.5,1
CLM00300,2026-03-29,64825,162,226,1.6713,1.3874,1,5,4.0,48.0,3.5,0.4339,1,Fire,Third Party,SUV,Mahindra,Surveyor,Surat,0,0.4339,SIMILAR,1,0.3569,0,0.3569,0.2717,0.6424,6,9,4,3,20,3,91,0.00111625,0.00169298,0.00344607,0.00335163,0.00218606,0.01678725,0.06666667,0.11111111,1,14,4,0,0,0.0,2
CLM00301,2026-08-09,100201,29,241,4.9426,0.2466,2,12,2.0,43.0,4.0,0.4224,0,Glass Damage,Third Party,MUV,Maruti,Surveyor,Mumbai,0,0.4224,NO_MATCH,0,0.2471,0,0.2471,0.1006,0.4755,6,6,8,4,22,3,123,0.00108562,0.00109706,0.0040191,0.00213052,0.00121073,0.01691593,0.06666667,0.13333333,1,12,2,0,0,0.0,1
CLM00302,2026-07-06,66506,63,69,2.6644,1.7623,3,8,7.0,27.0,3.3,0.456,1,Accident,Comprehensive,MUV,Tata,Surveyor,Mumbai,0,0.456,SIMILAR,1,0.5285,0,0.5285,0.1659,0.8394,6,10,4,5,16,2,123,0.00111013,0.00172342,0.00294923,0.0017572,0.00136647,0.01383975,0.13333333,0.15555556,1,9,6,0,1,0.2,4
CLM00303,2026-08-28,235343,10,260,11.6087,0.3727,3,16,7.0,23.0,4.3,0.3996,0,Accident,Third Party,Hatchback,Maruti,Garage,Ahmedabad,0,0.3996,NO_MATCH,0,0.4158,0,0.4158,0.3016,0.8094,6,5,8,4,21,3,90,0.00107992,0.00094222,0.00347891,0.00216406,0.00034508,0.01346489,0.06666667,0.3,1,16,3,0,0,0.0,2
CLM00304,2026-06-08,45704,91,179,2.2544,3.3482,4,11,8.0,50.0,4.3,0.5199,1,Natural Disaster,Third Party,SUV,Mahindra,Garage,Ahmedabad,1,0.5199,SIMILAR,1,0.4274,0,0.4274,0.2078,0.575,6,9,8,3,21,3,90,0.00108629,0.00167767,0.00347891,0.0021168,0.00258639,0.01346489,0.06666667,0.11111111,1,16,4,0,1,0.333333,3
CLM00305,2026-02-02,39413,217,190,0.7148,0.8374,3,1,2.0,61.0,4.0,0.425,1,Theft,Comprehensive,Hatchback,Honda,Surveyor,Pune,0,0.425,SIMILAR,1,0.0872,0,0.0872,0.0591,0.4884,6,6,8,2,22,2,111,0.00114688,0.00111081,0.0040191,0.002043,0.00049859,0.01691593,0.13333333,0.26666667,2,12,4,0,0,0.0,2
CLM00306,2026-09-07,233300,0,479,5.7003,0.1989,2,14,3.0,35.0,3.5,0.3783,0,Fire,Zero Dep,Hatchback,Mahindra,Garage,Delhi,0,0.3783,NO_MATCH,0,0.2342,0,0.2342,0.0966,0.6063,6,5,7,3,27,3,110,0.00109186,0.00094147,0.00478573,0.00316654,0.00203686,0.01906371,0.13333333,0.2,2,14,2,0,0,0.0,1
CLM00307,2026-04-27,170425,133,127,6.6763,0.7528,3,3,2.0,43.0,3.2,0.4665,1,Glass Damage,Zero Dep,SUV,Mahindra,Hospital,Pune,0,0.4665,SIMILAR,1,0.3091,0,0.3091,0.1024,0.5584,6,8,2,6,26,3,111,0.00113443,0.0015595,0.00490412,0.00282707,0.00805818,0.01762278,0.06666667,0.14285714,1,9,4,0,0,0.0,2
CLM00308,2026-05-19,64540,111,430,1.8319,2.0698,2,5,4.0,24.0,4.1,0.464,1,Natural Disaster,Zero Dep,Hatchback,Honda,Hospital,Mumbai,0,0.464,SIMILAR,1,0.3163,0,0.3163,0.105,0.5786,6,8,4,6,19,4,123,0.0010768,0.00140925,0.00339865,0.00091113,0.00393846,0.01025027,0.13333333,0.14285714,2,10,4,0,0,0.0,3
CLM00309,2026-01-03,5024,247,189,0.088,26.3115,1,1,7.0,42.0,4.0,0.3304,0,Theft,Third Party,SUV,Hyundai,Dealer,Mumbai,0,0.3304,NO_MATCH,0,0.7945,1,0.7945,1.0,0.9497,6,5,2,4,25,4,123,0.00112696,0.00095802,0.00441865,0.00219605,0.00066667,0.01796617,0.06666667,0.2,1,13,2,0,0,0.0,1
CLM00310,2026-08-31,203042,7,241,3.9939,0.3901,3,12,8.0,44.0,4.8,0.4704,1,Accident,Zero Dep,MUV,Maruti,Dealer,Pune,0,0.4704,POSSIBLE_DUPLICATE,1,0.3236,0,0.3236,0.1432,0.5256,6,7,2,6,22,2,111,0.00116134,0.00133265,0.00397522,0.00246551,0.00587197,0.02019259,0.06666667,0.14285714,1,13,3,0,0,0.0,2
CLM00311,2026-04-06,54432,154,103,0.6861,0.3266,4,4,1.0,22.0,3.3,0.4117,1,Glass Damage,Comprehensive,Sedan,Mahindra,Surveyor,Mumbai,0,0.4117,SIMILAR,1,0.4619,0,0.4619,0.2202,0.8395,6,7,3,4,16,5,123,0.0011045,0.0012312,0.00294923,0.00227613,0.00013471,0.01383975,0.06666667,0.28571429,1,9,6,0,3,0.6,4
CLM00312,2026-06-15,107163,84,323,1.9436,1.1555,2,7,8.0,34.0,4.8,0.5423,1,Theft,Comprehensive,SUV,Maruti,Dealer,Delhi,0,0.5423,SIMILAR,1,0.2892,0,0.2892,0.1021,0.5889,6,5,8,2,22,4,110,0.00111867,0.00093159,0.00397522,0.00167924,0.00024359,0.02019259,0.13333333,0.3,3,13,3,1,0,0.0,1
CLM00313,2026-07-24,243539,45,180,3.264,0.3646,1,9,7.0,43.0,3.4,0.4856,1,Fire,Comprehensive,Sedan,Maruti,Surveyor,Ahmedabad,0,0.4856,POSSIBLE_DUPLICATE,1,0.314,0,0.314,0.1595,0.8309,6,4,3,6,26,2,90,0.00118434,0.00094974,0.00486327,0.0010373,0.00126395,0.03336735,0.13333333,0.16666667,2,11,1,0,0,0.0,0
CLM00314,2026-08-07,22947,31,510,0.6513,1.4546,4,13,8.0,34.0,3.1,0.4892,1,Fire,Zero Dep,SUV,Hyundai,Garage,Ahmedabad,0,0.4892,SIMILAR,1,0.5198,0,0.5198,0.3337,0.8396,6,8,4,4,22,3,90,0.00109436,0.00137948,0.00389565,0.00185282,0.00061904,0.02002791,0.06666667,0.17857143,1,14,5,0,0,0.0,3
CLM00315,2026-06-09,133973,90,213,3.7467,1.1115,4,6,3.0,28.0,3.8,0.4553,1,Accident,Comprehensive,MUV,Mahindra,Dealer,Mumbai,0,0.4553,SIMILAR,1,0.3491,0,0.3491,0.0887,0.5784,6,9,4,4,15,3,123,0.00109486,0.00164446,0.00258951,0.00301656,0.00188059,0.01284642,0.06666667,0.11111111,1,11,4,0,1,0.333333,3
CLM00316,2026-03-14,122150,177,364,3.467,1.4057,1,6,5.0,49.0,3.3,0.4759,1,Theft,Zero Dep,Hatchback,Hyundai,Garage,Delhi,1,0.4759,SIMILAR,1,0.1726,0,0.1726,0.0828,0.1914,6,9,4,3,25,4,110,0.00107358,0.00158368,0.00402168,0.00155743,0.00328969,0.02103591,0.13333333,0.11111111,1,16,4,0,0,0.0,3
CLM00317,2026-04-18,86677,142,397,5.5117,1.8576,2,7,3.0,50.0,3.1,0.4523,1,Natural Disaster,Zero Dep,MUV,Hyundai,Surveyor,Surat,0,0.4523,SIMILAR,1,0.3331,0,0.3331,0.1271,0.5378,6,7,3,3,21,6,91,0.00111681,0.00135525,0.00368452,0.00207878,0.00154352,0.02344063,0.06666667,0.14285714,1,14,3,0,0,0.0,2
CLM00318,2026-07-12,43296,57,253,0.5335,2.4812,4,9,7.0,24.0,3.5,0.4327,1,Accident,Third Party,Sedan,Honda,Surveyor,Delhi,1,0.4327,SIMILAR,1,0.2609,0,0.2609,0.1092,0.3288,6,9,5,4,20,4,110,0.00107105,0.00160484,0.00344607,0.00301474,0.00293495,0.01678725,0.06666667,0.11111111,1,14,4,0,0,0.0,3
CLM00319,2026-01-04,36971,246,0,1.0547,0.241,1,1,8.0,62.0,4.3,0.491,1,Theft,Third Party,MUV,Mahindra,Dealer,Surat,0,0.491,SIMILAR,1,0.7354,1,0.7354,0.4837,0.8866,6,7,4,6,34,3,91,0.00108509,0.00123894,0.00593772,0.0009043,0.00021967,0.03362692,0.13333333,0.28571429,3,25,6,1,1,0.2,3
CLM00320,2026-02-20,125805,199,189,3.0184,0.2173,2,3,7.0,50.0,4.6,0.4903,1,Accident,Comprehensive,Hatchback,Hyundai,Hospital,Ahmedabad,0,0.4903,SIMILAR,1,0.3299,0,0.3299,0.1144,0.565,6,9,6,4,21,2,90,0.00113368,0.00167767,0.00386897,0.00485618,0.00258639,0.01812876,0.06666667,0.11111111,1,11,4,0,2,0.666667,3
