claim_id_1,claim_id_2,similarity_score,duplicate_type,matching_fields,days_diff,amount_similarity,invoice_similarity,vehicle_similarity,claimant_similarity,fraud_1,fraud_2
CLM00237,CLM00297,0.4319,POSSIBLE_DUPLICATE,"vehicle_id, invoice_id, city",200,0.5566,1.0,1.0,0.2359,0,0
CLM00272,CLM00310,0.4318,NO_MATCH,"close_date_7d, city, claim_type",5,0.7996,0.0,0.0,0.2359,0,0
CLM00091,CLM00270,0.4318,SIMILAR,"invoice_id, close_date_7d, city",6,0.2708,1.0,0.1,0.2359,1,0
CLM00038,CLM00136,0.4318,SIMILAR,"policy_id, close_date_30d, claim_type",30,0.6803,0.0,0.0,0.2513,0,0
CLM00138,CLM00233,0.4315,NO_MATCH,"close_date_7d, exact_amount, city, claim_type",1,0.9561,0.0,0.0,0.2513,0,0
CLM00032,CLM00118,0.4315,NO_MATCH,"close_date_7d, exact_amount, city, claim_type",1,0.993,0.0,0.0,0.2359,0,0
CLM00229,CLM00288,0.4309,NO_MATCH,"close_date_30d, exact_amount, city, claim_type",13,0.9813,0.0,0.0,0.2359,0,1
CLM00075,CLM00318,0.4305,NO_MATCH,"close_date_7d, city, claim_type",1,0.6523,0.0,0.0,0.2513,0,1
CLM00208,CLM00272,0.4303,SIMILAR,"policy_id, close_date_30d, exact_amount",23,0.9756,0.0,0.1,0.2359,0,0
CLM00256,CLM00282,0.4301,NO_MATCH,"close_date_30d, city, claim_type",10,0.8979,0.0,0.0,0.2359,0,1
CLM00057,CLM00141,0.4301,SIMILAR,"claimant_id, close_date_30d, city",24,0.4755,0.0,0.1,1.0,0,0
CLM00006,CLM00295,0.4299,SIMILAR,"vehicle_id, close_date_30d",26,0.8968,0.0,1.0,0.2359,0,1
CLM00011,CLM00257,0.4297,SIMILAR,"policy_id, close_date_30d, city",10,0.3308,0.0,0.0,0.2205,0,1
CLM00032,CLM00228,0.4296,SIMILAR,"vehicle_id, claim_type",39,0.8834,0.0,1.0,0.2513,0,0
CLM00013,CLM00106,0.4295,SIMILAR,"invoice_id, close_date_7d, claim_type",1,0.4634,1.0,0.0,0.2359,0,0
CLM00144,CLM00184,0.4293,SIMILAR,"claimant_id, close_date_30d, city",21,0.5275,0.0,0.0,1.0,0,0
CLM00221,CLM00232,0.4291,SIMILAR,"vehicle_id, close_date_30d, claim_type",23,0.4734,0.0,1.0,0.2513,1,0
CLM00072,CLM00096,0.429,SIMILAR,"claimant_id, city",36,0.6097,0.0,0.0,1.0,0,1
CLM00095,CLM00272,0.4289,SIMILAR,"claimant_id, city",32,0.6638,0.0,0.1,1.0,0,0
CLM00069,CLM00279,0.4282,NO_MATCH,"close_date_7d, city, claim_type",1,0.8001,0.0,0.1,0.2359,0,0
CLM00110,CLM00249,0.4282,SIMILAR,"vehicle_id, close_date_30d, claim_type",30,0.6892,0.0,1.0,0.2359,0,0
CLM00070,CLM00118,0.4281,SIMILAR,"policy_id, close_date_30d",8,0.7647,0.0,0.0,0.2205,1,0
CLM00170,CLM00314,0.4279,SIMILAR,"claimant_id, close_date_30d, city, claim_type",28,0.0983,0.0,0.0,1.0,0,0
CLM00070,CLM00155,0.4278,SIMILAR,"claimant_id, city",46,0.7029,0.0,0.1,1.0,1,1
CLM00076,CLM00123,0.4277,SIMILAR,"claimant_id, city",32,0.8013,0.0,0.0,1.0,0,0
CLM00004,CLM00211,0.4275,SIMILAR,"claimant_id, close_date_30d, city",22,0.5452,0.0,0.0,1.0,0,0
CLM00108,CLM00271,0.4273,SIMILAR,"claimant_id, city, claim_type",77,0.592,0.0,0.0,1.0,0,0
CLM00109,CLM00135,0.4271,SIMILAR,"vehicle_id, close_amount_10pct, city, claim_type",73,0.918,0.0,1.0,0.2359,0,0
CLM00102,CLM00272,0.4269,POSSIBLE_DUPLICATE,"vehicle_id, close_date_30d",8,0.7163,0.0,1.0,0.2359,0,0
CLM00095,CLM00288,0.4266,NO_MATCH,"close_date_30d, close_amount_10pct, city, claim_type",13,0.9442,0.0,0.0,0.2359,0,1
CLM00201,CLM00252,0.4265,SIMILAR,"claimant_id, close_date_30d, city",8,0.0342,0.0,0.1,1.0,0,0
CLM00086,CLM00172,0.4265,POSSIBLE_DUPLICATE,"vehicle_id, close_date_30d",11,0.7614,0.0,1.0,0.2513,0,0
CLM00211,CLM00295,0.4264,POSSIBLE_DUPLICATE,"vehicle_id, close_date_7d",1,0.5361,0.0,1.0,0.2359,0,1
CLM00071,CLM00218,0.4259,NO_MATCH,"close_date_7d, city, claim_type",4,0.7015,0.0,0.0,0.2359,0,0
CLM00151,CLM00256,0.4258,SIMILAR,"policy_id, close_date_7d",1,0.5299,0.0,0.0,0.2359,0,0
CLM00027,CLM00245,0.4258,NO_MATCH,"close_date_30d, city, claim_type",9,0.8569,0.0,0.0,0.2205,0,1
CLM00091,CLM00264,0.4256,SIMILAR,"claimant_id, city, claim_type",74,0.8799,0.0,0.0,1.0,1,0
CLM00115,CLM00299,0.4254,NO_MATCH,"close_date_7d, city, claim_type",4,0.7421,0.0,0.0,0.2205,1,0
CLM00122,CLM00156,0.4251,SIMILAR,"claimant_id, close_amount_10pct, city",51,0.945,0.0,0.0,1.0,0,1
CLM00261,CLM00305,0.425,SIMILAR,"claimant_id, close_date_30d, city",28,0.679,0.0,0.0,1.0,0,0
CLM00253,CLM00269,0.4248,NO_MATCH,"close_date_30d, city, claim_type",10,0.845,0.0,0.0,0.2359,0,0
CLM00210,CLM00280,0.4247,NO_MATCH,"close_date_7d, city, claim_type",1,0.7907,0.0,0.1,0.2205,0,0
CLM00178,CLM00316,0.4245,SIMILAR,"invoice_id, close_date_30d, claim_type",26,0.892,1.0,0.1,0.2359,0,1
CLM00034,CLM00131,0.4243,NO_MATCH,"close_date_30d, close_amount_10pct, city, claim_type",13,0.9416,0.0,0.0,0.2205,1,0
CLM00134,CLM00279,0.4241,NO_MATCH,"close_date_7d, close_amount_10pct, city, claim_type",1,0.9225,0.0,0.0,0.2359,0,0
CLM00119,CLM00136,0.4238,SIMILAR,"claimant_id, close_date_30d, city",30,0.7074,0.0,0.0,1.0,0,0
CLM00190,CLM00238,0.4236,SIMILAR,"invoice_id, close_date_30d, claim_type",22,0.7929,1.0,0.1,0.2359,0,0
CLM00144,CLM00165,0.4235,SIMILAR,"policy_id, close_date_30d, claim_type",13,0.2074,0.0,0.0,0.2359,0,0
CLM00254,CLM00287,0.4235,SIMILAR,"policy_id, close_date_30d, claim_type",14,0.2014,0.0,0.0,0.2513,0,0
CLM00006,CLM00095,0.4234,SIMILAR,"policy_id, close_date_30d",12,0.597,0.0,0.1,0.2513,0,0
CLM00014,CLM00289,0.423,NO_MATCH,"close_date_7d, city, claim_type",6,0.7326,0.0,0.0,0.2359,0,0
CLM00118,CLM00284,0.4227,SIMILAR,"claimant_id, city, claim_type",147,0.846,0.0,0.0,1.0,0,0
CLM00103,CLM00230,0.4227,SIMILAR,"claimant_id, city, claim_type",79,0.8458,0.0,0.0,1.0,0,1
CLM00165,CLM00247,0.4224,SIMILAR,"claimant_id, city",33,0.3278,0.0,0.1,1.0,0,0
CLM00211,CLM00301,0.4224,NO_MATCH,"exact_date, city, claim_type",0,0.8711,0.0,0.0,0.2359,0,0
CLM00023,CLM00134,0.4223,POSSIBLE_DUPLICATE,"vehicle_id, close_date_7d",5,0.5912,0.0,1.0,0.2359,1,0
CLM00078,CLM00166,0.4222,SIMILAR,"vehicle_id, city",41,0.6688,0.0,1.0,0.2513,0,0
CLM00196,CLM00236,0.4214,NO_MATCH,"close_date_30d, city, claim_type",14,0.8805,0.0,0.0,0.2513,0,0
CLM00075,CLM00101,0.4212,SIMILAR,"vehicle_id, exact_amount, claim_type",58,0.9844,0.0,1.0,0.2513,0,0
CLM00181,CLM00279,0.4207,NO_MATCH,"close_date_30d, city, claim_type",13,0.8579,0.0,0.0,0.2513,0,0
CLM00254,CLM00292,0.4206,NO_MATCH,"close_date_7d, close_amount_10pct, city, claim_type",3,0.9282,0.0,0.0,0.2359,0,0
CLM00197,CLM00312,0.4203,SIMILAR,"policy_id, close_date_30d",8,0.6189,0.0,0.0,0.2513,0,0
CLM00122,CLM00164,0.42,NO_MATCH,"provider_id, close_date_30d, close_amount_10pct, city",11,0.941,0.3,0.1,0.2513,0,0
CLM00006,CLM00270,0.4199,NO_MATCH,"close_date_7d, city, claim_type",2,0.4468,0.0,0.1,0.2359,0,0
CLM00140,CLM00259,0.4198,POSSIBLE_DUPLICATE,"vehicle_id, provider_id, close_date_30d",11,0.1297,0.3,1.0,0.2359,0,0
CLM00031,CLM00184,0.4196,SIMILAR,"policy_id, provider_id, close_date_7d",1,0.1637,0.3,0.0,0.2359,0,0
CLM00219,CLM00280,0.4195,NO_MATCH,"close_date_7d, city, claim_type",1,0.5366,0.0,0.0,0.2513,0,0
CLM00001,CLM00083,0.4195,POSSIBLE_DUPLICATE,"vehicle_id, close_date_7d",3,0.5137,0.0,1.0,0.2359,1,0
CLM00165,CLM00314,0.4194,SIMILAR,"claimant_id, close_date_30d, city",23,0.3375,0.0,0.1,1.0,0,0
CLM00211,CLM00302,0.4193,SIMILAR,"claimant_id, city",34,0.7619,0.0,0.0,1.0,0,0
CLM00199,CLM00255,0.4193,NO_MATCH,"close_date_30d, city, claim_type",14,0.8995,0.0,0.0,0.2359,0,0
CLM00044,CLM00085,0.4192,SIMILAR,"claimant_id, city, claim_type",133,0.8119,0.0,0.0,1.0,0,1
CLM00099,CLM00228,0.419,NO_MATCH,"close_date_7d, close_amount_10pct, city, claim_type",3,0.9173,0.0,0.0,0.2359,0,0
CLM00158,CLM00307,0.4185,SIMILAR,"vehicle_id, close_date_30d, city",25,0.5673,0.0,1.0,0.2359,0,0
CLM00013,CLM00160,0.4185,POSSIBLE_DUPLICATE,"vehicle_id, close_date_7d",1,0.1217,0.0,1.0,0.2513,0,1
CLM00053,CLM00208,0.4183,SIMILAR,"policy_id, close_date_30d",22,0.8359,0.0,0.1,0.2359,0,0
CLM00056,CLM00153,0.4182,SIMILAR,"policy_id, close_date_7d",2,0.4747,0.0,0.0,0.2359,0,0
CLM00267,CLM00297,0.4182,NO_MATCH,"close_date_7d, city, claim_type",4,0.4697,0.0,0.1,0.2359,0,0
CLM00012,CLM00044,0.4181,NO_MATCH,"close_date_7d, city, claim_type",6,0.6796,0.0,0.0,0.2359,0,0
CLM00190,CLM00242,0.4179,SIMILAR,"policy_id, vehicle_id",56,0.3048,0.0,1.0,0.2513,0,0
CLM00270,CLM00301,0.4179,SIMILAR,"policy_id, close_date_30d, city",29,0.651,0.0,0.0,0.2359,0,0
CLM00093,CLM00251,0.4177,NO_MATCH,"close_date_7d, city, claim_type",6,0.7989,0.0,0.1,0.2513,0,0
CLM00005,CLM00166,0.4177,NO_MATCH,"close_date_7d, city, claim_type",4,0.775,0.0,0.1,0.2359,0,0
CLM00050,CLM00290,0.4176,SIMILAR,"claimant_id, city, claim_type",84,0.7905,0.0,0.0,1.0,1,1
CLM00005,CLM00269,0.4173,NO_MATCH,"provider_id, close_date_30d, city, claim_type",29,0.7959,0.3,0.1,0.2359,0,0
CLM00179,CLM00262,0.4172,SIMILAR,"claimant_id, city",44,0.851,0.0,0.1,1.0,0,0
CLM00095,CLM00247,0.417,SIMILAR,"policy_id, close_date_30d",23,0.848,0.0,0.1,0.2359,0,0
CLM00025,CLM00053,0.417,SIMILAR,"invoice_id, claim_type",38,0.7776,1.0,0.1,0.2513,0,0
CLM00054,CLM00071,0.4168,NO_MATCH,"close_date_7d, close_amount_10pct, city, claim_type",5,0.9414,0.0,0.0,0.2359,1,0
CLM00076,CLM00308,0.4168,NO_MATCH,"close_date_30d, exact_amount, city, claim_type",13,0.9962,0.0,0.1,0.2359,0,0
CLM00269,CLM00307,0.4167,SIMILAR,"vehicle_id, close_date_30d",26,0.7734,0.0,1.0,0.2359,0,0
CLM00241,CLM00315,0.4163,POSSIBLE_DUPLICATE,"vehicle_id, close_date_30d",9,0.6354,0.0,1.0,0.2359,0,0
CLM00146,CLM00179,0.4162,SIMILAR,"claimant_id, city",48,0.6307,0.0,0.1,1.0,1,0
CLM00047,CLM00177,0.4162,SIMILAR,"policy_id, close_amount_10pct, city",40,0.9053,0.0,0.0,0.2359,0,0
CLM00187,CLM00218,0.4162,SIMILAR,"claimant_id, city",33,0.3964,0.0,0.0,1.0,1,0
CLM00081,CLM00083,0.416,NO_MATCH,"close_date_7d, exact_amount, city, claim_type",7,0.9735,0.0,0.0,0.2359,0,0
CLM00057,CLM00078,0.4159,SIMILAR,"claimant_id, city, claim_type",173,0.769,0.0,0.0,1.0,0,0
CLM00143,CLM00231,0.4158,SIMILAR,"policy_id, close_date_30d",18,0.6741,0.0,0.1,0.2513,0,0
CLM00064,CLM00189,0.4157,SIMILAR,"policy_id, close_date_30d",13,0.7042,0.0,0.0,0.2513,0,0
CLM00203,CLM00287,0.4156,SIMILAR,"claimant_id, city",32,0.6749,0.0,0.0,1.0,0,0
CLM00039,CLM00066,0.4154,NO_MATCH,"close_date_7d, city, claim_type",2,0.8213,0.0,0.0,0.2513,0,0
CLM00155,CLM00198,0.4153,SIMILAR,"policy_id, close_date_7d",3,0.4755,0.0,0.0,0.2359,1,1
CLM00158,CLM00198,0.4152,NO_MATCH,"provider_id, close_date_30d, city, claim_type",15,0.4151,0.3,0.1,0.2359,0,1
CLM00012,CLM00255,0.4149,SIMILAR,"invoice_id, close_date_30d, city",23,0.8165,1.0,0.1,0.2359,0,0
CLM00025,CLM00295,0.4147,NO_MATCH,"close_date_30d, close_amount_10pct, city, claim_type",11,0.905,0.0,0.1,0.2359,0,1
CLM00097,CLM00273,0.4144,SIMILAR,"claimant_id, city",39,0.8332,0.0,0.0,1.0,0,0
CLM00182,CLM00208,0.4144,NO_MATCH,"close_date_30d, close_amount_10pct, city, claim_type",17,0.9166,0.0,0.0,0.2359,0,0
CLM00222,CLM00244,0.4144,SIMILAR,"claimant_id, city, claim_type",47,0.1384,0.0,0.0,1.0,0,0
CLM00164,CLM00235,0.414,NO_MATCH,"close_date_7d, close_amount_10pct, city, claim_type",6,0.9473,0.0,0.0,0.2359,0,0
CLM00077,CLM00134,0.4137,NO_MATCH,"close_date_30d, exact_amount, city, claim_type",14,0.9895,0.0,0.1,0.2359,1,0
CLM00241,CLM00290,0.4134,SIMILAR,"claimant_id, city, claim_type",71,0.4526,0.0,0.0,1.0,0,1
CLM00253,CLM00264,0.4134,NO_MATCH,"close_date_30d, city, claim_type",9,0.5255,0.0,0.1,0.2513,0,0
CLM00006,CLM00255,0.4133,SIMILAR,"policy_id, claim_type",39,0.7564,0.0,0.0,0.2359,0,0
CLM00018,CLM00125,0.4132,SIMILAR,"claimant_id, city",34,0.3965,0.0,0.0,1.0,1,0
CLM00166,CLM00209,0.4132,NO_MATCH,"close_date_7d, claim_type",1,0.8335,0.0,0.1,0.2513,0,0
CLM00102,CLM00182,0.4131,SIMILAR,"claimant_id, city",32,0.6406,0.0,0.0,1.0,0,0
CLM00020,CLM00157,0.413,NO_MATCH,"close_date_7d, city, claim_type",1,0.8072,0.0,0.0,0.2359,0,0
CLM00207,CLM00257,0.4127,SIMILAR,"vehicle_id, close_date_30d",21,0.5902,0.0,1.0,0.2359,1,1
CLM00062,CLM00298,0.4127,SIMILAR,"claimant_id, provider_id, city",120,0.8918,0.3,0.1,1.0,0,0
CLM00018,CLM00213,0.4126,SIMILAR,"claimant_id, city",33,0.6652,0.0,0.0,1.0,1,0
CLM00126,CLM00145,0.4124,SIMILAR,"vehicle_id, close_date_30d",29,0.7965,0.0,1.0,0.2359,0,1
CLM00115,CLM00151,0.412,NO_MATCH,"close_date_7d, close_amount_10pct, city",1,0.9331,0.0,0.1,0.2359,1,0
CLM00073,CLM00146,0.4119,NO_MATCH,"close_date_7d, exact_amount, city",3,0.9656,0.0,0.1,0.2513,1,1
CLM00023,CLM00141,0.4117,SIMILAR,"policy_id, close_date_7d",3,0.2949,0.0,0.1,0.2359,1,0
CLM00222,CLM00311,0.4117,SIMILAR,"invoice_id, close_date_7d, city",4,0.4428,1.0,0.0,0.2513,0,0
CLM00040,CLM00119,0.4116,NO_MATCH,"close_date_7d, exact_amount, claim_type",1,0.9934,0.0,0.0,0.2359,0,0
CLM00168,CLM00285,0.4115,NO_MATCH,"close_date_30d, exact_amount, city, claim_type",8,0.9934,0.0,0.0,0.2205,0,0
CLM00213,CLM00252,0.4114,NO_MATCH,"close_date_7d, exact_amount, claim_type",1,0.9554,0.0,0.0,0.2513,0,0
CLM00098,CLM00246,0.4113,NO_MATCH,"close_date_30d, exact_amount, city, claim_type",8,0.9651,0.0,0.0,0.2359,0,0
CLM00183,CLM00205,0.4111,SIMILAR,"policy_id, close_date_7d",6,0.5183,0.0,0.0,0.2359,0,0
CLM00059,CLM00071,0.4109,SIMILAR,"policy_id, close_date_7d",6,0.5378,0.0,0.0,0.2205,0,0
CLM00017,CLM00270,0.4109,NO_MATCH,"provider_id, close_date_7d, city, claim_type",4,0.1023,0.3,0.1,0.2359,0,0
CLM00073,CLM00212,0.4109,NO_MATCH,"close_date_7d, city, claim_type",2,0.7808,0.0,0.0,0.2513,1,1
CLM00033,CLM00200,0.4108,POSSIBLE_DUPLICATE,"vehicle_id, close_date_7d",4,0.4606,0.0,1.0,0.2359,1,0
CLM00170,CLM00204,0.4106,SIMILAR,"vehicle_id, exact_amount, claim_type",100,0.9533,0.0,1.0,0.2359,0,0
CLM00233,CLM00292,0.4103,SIMILAR,"claimant_id, city, claim_type",41,0.2469,0.0,0.0,1.0,0,0
CLM00241,CLM00312,0.4103,NO_MATCH,"close_date_7d, city, claim_type",3,0.7944,0.0,0.0,0.2513,0,0
CLM00144,CLM00273,0.4102,POSSIBLE_DUPLICATE,"vehicle_id, close_date_7d",3,0.1334,0.0,1.0,0.2359,0,0
CLM00126,CLM00314,0.4102,SIMILAR,"claimant_id, city, claim_type",41,0.0963,0.0,0.1,1.0,0,0
CLM00095,CLM00145,0.41,NO_MATCH,"close_date_7d, claim_type",1,0.8178,0.0,0.1,0.2359,0,1
CLM00070,CLM00100,0.41,NO_MATCH,"close_date_7d, close_amount_10pct, claim_type",5,0.9176,0.0,0.1,0.2359,1,0
CLM00010,CLM00100,0.4098,NO_MATCH,"close_date_30d, city, claim_type",11,0.7058,0.0,0.0,0.2359,1,0
CLM00029,CLM00091,0.4098,NO_MATCH,"close_date_7d, city, claim_type",3,0.511,0.0,0.0,0.2359,0,1
CLM00190,CLM00193,0.4097,SIMILAR,"claimant_id, city",154,0.8566,0.0,0.1,1.0,0,1
CLM00111,CLM00283,0.4095,SIMILAR,"policy_id, close_date_7d",2,0.3708,0.0,0.0,0.2513,1,0
CLM00221,CLM00254,0.4094,SIMILAR,"vehicle_id, close_amount_10pct, claim_type",69,0.9415,0.0,1.0,0.2359,1,0
CLM00120,CLM00298,0.4094,SIMILAR,"claimant_id, close_date_30d, city",30,0.5627,0.0,0.0,1.0,0,0
CLM00020,CLM00048,0.4092,NO_MATCH,"exact_date, close_amount_10pct, claim_type",0,0.9093,0.0,0.0,0.2513,0,1
CLM00118,CLM00199,0.409,SIMILAR,"policy_id, claim_type",49,0.8428,0.0,0.1,0.2205,0,0
CLM00127,CLM00209,0.409,SIMILAR,"policy_id, close_date_30d",8,0.5061,0.0,0.0,0.2513,1,0
CLM00245,CLM00280,0.409,SIMILAR,"policy_id, close_date_30d",21,0.8316,0.0,0.0,0.2513,1,0
CLM00228,CLM00259,0.4089,NO_MATCH,"close_date_7d, city, claim_type",3,0.8116,0.0,0.0,0.2359,0,0
CLM00132,CLM00261,0.4089,SIMILAR,"policy_id, close_date_30d, claim_type",21,0.2611,0.0,0.0,0.2359,0,0
CLM00019,CLM00058,0.4089,NO_MATCH,"close_date_30d, city, claim_type",16,0.806,0.0,0.0,0.2513,1,1
CLM00294,CLM00307,0.4087,SIMILAR,"vehicle_id, city, claim_type",82,0.7126,0.0,1.0,0.2513,0,0
CLM00225,CLM00256,0.4083,POSSIBLE_DUPLICATE,"vehicle_id, close_date_30d",8,0.5208,0.0,1.0,0.2359,0,0
CLM00225,CLM00297,0.4082,SIMILAR,"claimant_id, city, claim_type",83,0.7008,0.0,0.0,1.0,0,0
CLM00114,CLM00152,0.4081,NO_MATCH,"provider_id, close_date_30d, exact_amount, city",11,0.9721,0.3,0.0,0.2513,1,0
CLM00067,CLM00120,0.408,SIMILAR,"claimant_id, city, claim_type",141,0.7042,0.0,0.0,1.0,0,0
CLM00049,CLM00237,0.4078,SIMILAR,"claimant_id, provider_id, city",108,0.5524,0.3,0.1,1.0,0,0
CLM00097,CLM00251,0.4076,NO_MATCH,"provider_id, close_date_30d, exact_amount, city",10,0.9784,0.3,0.0,0.2359,0,0
CLM00024,CLM00245,0.4073,NO_MATCH,"close_date_7d, city, claim_type",4,0.537,0.0,0.0,0.2205,0,1
CLM00119,CLM00228,0.4072,SIMILAR,"claimant_id, city",155,0.8508,0.0,0.1,1.0,0,0
CLM00025,CLM00272,0.407,NO_MATCH,"close_date_7d, close_amount_10pct, claim_type",7,0.9076,0.0,0.1,0.2513,0,0
CLM00054,CLM00298,0.4069,SIMILAR,"policy_id, claim_type",40,0.7221,0.0,0.0,0.2359,1,0
CLM00079,CLM00308,0.4068,SIMILAR,"claimant_id, close_amount_10pct, city",46,0.9428,0.0,0.0,1.0,0,0
CLM00006,CLM00269,0.4068,SIMILAR,"claimant_id, close_amount_10pct, city",51,0.9027,0.0,0.1,1.0,0,0
CLM00054,CLM00218,0.4067,NO_MATCH,"close_date_7d, city, claim_type",1,0.7452,0.0,0.0,0.2359,1,0
CLM00033,CLM00238,0.4067,SIMILAR,"claimant_id, city, claim_type",85,0.6819,0.0,0.0,1.0,1,0
CLM00006,CLM00060,0.4066,SIMILAR,"claimant_id, city",80,0.8212,0.0,0.1,1.0,0,1
CLM00139,CLM00268,0.4066,NO_MATCH,"close_date_7d, close_amount_10pct, claim_type",7,0.9477,0.0,0.1,0.2359,0,0
CLM00019,CLM00236,0.4063,NO_MATCH,"close_date_7d, city, claim_type",5,0.8406,0.0,0.0,0.2359,1,0
CLM00035,CLM00056,0.4063,NO_MATCH,"close_date_7d, city, claim_type",3,0.4763,0.0,0.0,0.2359,0,0
CLM00026,CLM00175,0.4063,NO_MATCH,"close_date_7d, city, claim_type",7,0.7719,0.0,0.1,0.2205,0,0
CLM00007,CLM00051,0.4062,SIMILAR,"invoice_id, close_date_7d, close_amount_10pct",4,0.9053,1.0,0.0,0.2359,0,0
CLM00070,CLM00230,0.406,NO_MATCH,"provider_id, close_date_7d, city",1,0.8469,0.3,0.1,0.2513,1,1
CLM00010,CLM00311,0.4059,SIMILAR,"claimant_id, close_date_30d, city",18,0.2237,0.0,0.0,1.0,1,0
CLM00109,CLM00268,0.4059,SIMILAR,"claimant_id, city",41,0.5124,0.0,0.0,1.0,0,0
CLM00027,CLM00039,0.4058,SIMILAR,"claimant_id, exact_amount, city",172,0.9782,0.0,0.0,1.0,0,0
CLM00027,CLM00119,0.4057,POSSIBLE_DUPLICATE,"vehicle_id, close_date_30d",9,0.5038,0.0,1.0,0.2513,0,0
CLM00007,CLM00131,0.4056,NO_MATCH,"provider_id, close_date_7d, city, claim_type",7,0.5795,0.3,0.0,0.2359,0,0
CLM00078,CLM00110,0.4056,SIMILAR,"vehicle_id, close_amount_10pct, claim_type",193,0.9091,0.0,1.0,0.2359,0,0
CLM00006,CLM00193,0.4055,NO_MATCH,"close_date_30d, city, claim_type",15,0.7472,0.0,0.0,0.2513,0,1
CLM00054,CLM00162,0.4054,NO_MATCH,"close_date_7d, exact_amount, city",5,0.9812,0.0,0.1,0.2359,1,0
CLM00029,CLM00082,0.4053,SIMILAR,"claimant_id, city",45,0.8884,0.0,0.0,1.0,0,0
CLM00043,CLM00137,0.4053,SIMILAR,"claimant_id, city, claim_type",102,0.6677,0.0,0.0,1.0,0,0
CLM00030,CLM00104,0.4052,SIMILAR,"claimant_id, close_amount_10pct, city",59,0.9412,0.0,0.0,1.0,0,0
CLM00037,CLM00055,0.405,SIMILAR,"claimant_id, close_date_30d, city",12,0.0696,0.0,0.0,1.0,0,0
CLM00042,CLM00256,0.405,SIMILAR,"invoice_id, close_date_7d, claim_type",5,0.3177,1.0,0.0,0.2359,0,0
CLM00175,CLM00289,0.4049,SIMILAR,"invoice_id, close_date_7d",1,0.8,1.0,0.0,0.2513,0,0
CLM00026,CLM00205,0.4049,NO_MATCH,"close_date_7d, close_amount_10pct, claim_type",1,0.9172,0.0,0.0,0.2359,0,0
CLM00073,CLM00173,0.4049,NO_MATCH,"close_date_30d, exact_amount, claim_type",9,0.9566,0.0,0.1,0.2359,1,0
CLM00032,CLM00186,0.4048,NO_MATCH,"close_date_7d, close_amount_10pct, claim_type",1,0.9258,0.0,0.0,0.2359,0,0
CLM00086,CLM00289,0.4046,SIMILAR,"claimant_id, city, claim_type",64,0.6607,0.0,0.0,1.0,0,0
CLM00040,CLM00112,0.4045,NO_MATCH,"close_date_7d, exact_amount, claim_type",3,0.9722,0.0,0.0,0.2359,0,0
CLM00073,CLM00284,0.4045,NO_MATCH,"close_date_7d, exact_amount, claim_type",1,0.9532,0.0,0.0,0.2205,1,0
CLM00012,CLM00033,0.4043,NO_MATCH,"exact_date, claim_type",0,0.8912,0.0,0.0,0.2359,0,1
CLM00068,CLM00243,0.4042,NO_MATCH,"close_date_7d, close_amount_10pct, claim_type",2,0.9449,0.0,0.0,0.2359,0,0
CLM00114,CLM00292,0.4039,SIMILAR,"invoice_id, close_date_7d, claim_type",1,0.2205,1.0,0.0,0.2359,1,0
CLM00162,CLM00289,0.4039,NO_MATCH,"close_date_30d, exact_amount, claim_type",11,0.9804,0.0,0.1,0.2513,0,0
CLM00080,CLM00320,0.4035,SIMILAR,"policy_id, close_date_30d",15,0.622,0.0,0.0,0.2513,1,0
CLM00095,CLM00294,0.4035,SIMILAR,"vehicle_id, exact_amount, city",171,0.9778,0.0,1.0,0.2359,0,0
CLM00007,CLM00191,0.4034,SIMILAR,"claimant_id, exact_amount, city",123,0.9536,0.0,0.0,1.0,0,0
CLM00074,CLM00280,0.4034,SIMILAR,"claimant_id, exact_amount, city",80,0.958,0.0,0.0,1.0,0,0
CLM00047,CLM00207,0.4032,NO_MATCH,"close_date_7d, exact_amount, city",1,0.9996,0.0,0.0,0.2359,0,1
CLM00006,CLM00247,0.4031,SIMILAR,"policy_id, provider_id",35,0.704,0.3,0.1,0.2359,0,0
CLM00219,CLM00245,0.403,SIMILAR,"vehicle_id, close_date_30d",20,0.4462,0.0,1.0,0.2513,0,1
CLM00183,CLM00190,0.4029,NO_MATCH,"close_date_7d, city, claim_type",5,0.5008,0.0,0.0,0.2359,0,0
CLM00043,CLM00230,0.4027,SIMILAR,"policy_id, close_date_30d",30,0.8694,0.0,0.1,0.2359,0,1
CLM00134,CLM00152,0.4026,SIMILAR,"claimant_id, city, claim_type",106,0.6453,0.0,0.0,1.0,0,0
CLM00057,CLM00192,0.4026,SIMILAR,"claimant_id, city",67,0.8009,0.0,0.1,1.0,0,0
CLM00114,CLM00216,0.4025,SIMILAR,"claimant_id, city, claim_type",75,0.6437,0.0,0.0,1.0,1,0
CLM00025,CLM00040,0.4025,SIMILAR,"invoice_id, close_date_30d, claim_type",21,0.6983,1.0,0.0,0.2359,0,0
CLM00127,CLM00260,0.4025,NO_MATCH,"close_date_7d, claim_type",1,0.8669,0.0,0.0,0.2513,1,0
CLM00139,CLM00150,0.4023,NO_MATCH,"close_date_7d, city, claim_type",5,0.4953,0.0,0.0,0.2359,0,0
CLM00060,CLM00152,0.4021,SIMILAR,"invoice_id, close_date_30d",12,0.7732,1.0,0.0,0.2359,1,0
